Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
66,00:00:02.753,4.748135984917593,3.9715745301952197,3.694836708629812,6.577996715927751
67,00:00:02.794,1.3725354254089883,1.6662835249042145,0.326984126984127,2.124338624338624
68,00:00:02.836,5.550708508179773,4.468345192483124,4.42287903667214,7.760901295384054
69,00:00:02.878,1.6425408988627381,1.6956942163838715,0.5256522532384601,2.706276226965882
70,00:00:02.920,5.047564313081555,4.460463419084109,3.4209815727057107,7.261247947454844
71,00:00:02.961,1.7382655233229947,1.668509396095603,0.43981025360335707,3.1064769202700235
72,00:00:03.003,5.819722678343368,5.191096515234446,3.5906951286261632,8.677376391169494
73,00:00:03.045,1.873739585233838,1.3347746761539865,0.5260901295384054,3.7603539500091223
74,00:00:03.086,10.847375783007967,7.988669950738916,8.18109833971903,16.372359058565955
75,00:00:03.128,1.639737274220033,0.9531472359058566,0.7001642036124794,3.2659003831417626
76,00:00:03.170,46.68879766465974,33.03209268381682,64.66221492428389,42.37208538587849
77,00:00:03.212,1.6362099373593626,1.9857325305601168,0.36922094508301406,2.553676336434957
78,00:00:03.253,37.250976099251965,23.826053639846744,49.24440795475278,38.68246670315636
79,00:00:03.295,2.2485373715258774,2.470498084291188,0.5429848567779603,3.732129173508484
80,00:00:03.337,25.46992641245515,13.245356686735997,33.167907316183175,29.996515234446267
81,00:00:03.378,2.142905795779359,1.8068418171866447,0.4696040868454662,4.152271483305966
82,00:00:03.420,14.480362464270511,10.627677431125708,15.337566137566137,17.475843824119686
83,00:00:03.462,2.692464878671775,2.4517241379310346,0.8003831417624521,4.825287356321839
84,00:00:03.503,12.203861825700907,8.596168582375478,12.816164933406313,15.199251961320927
85,00:00:03.545,1.9638934501003469,2.1351395730706075,0.4902390074803868,3.266301769750046
86,00:00:03.587,10.179729976281699,8.617770479839445,10.218773946360153,11.702645502645503
87,00:00:03.629,1.0703095542176002,1.0784528370735267,0.3409414340448823,1.7915343915343915
88,00:00:03.670,7.599866204463905,6.157270571063674,8.414632366356503,8.227695675971537
89,00:00:03.712,1.2175637049200267,1.0696040868454662,0.4717752234993614,2.111311804415253
90,00:00:03.754,5.791850635528796,4.130122240467068,5.887155628534939,7.3582740375843825
91,00:00:03.795,1.7931581828133554,1.583105272760445,0.7388797664659733,3.057489509213647
92,00:00:03.837,8.714948610350909,6.604032110928663,8.483232986681262,11.057580733442803
93,00:00:03.879,2.193383202578605,2.5710819193577814,0.4703156358328772,3.538752052545156
94,00:00:03.921,8.24170163595451,5.971081919357782,8.136361977741288,10.61766101076446
95,00:00:03.962,2.0188894970504165,1.8039226418536762,0.7674329501915709,3.4853128991060025
96,00:00:04.004,9.1697804536885,6.3385513592410145,9.21160372194855,11.959186279875935
97,00:00:04.046,1.4884935838958826,1.8746579091406677,0.34493705528188284,2.2458857872650975
98,00:00:04.087,13.915319588882808,11.3850757161102,13.586590038314176,16.774293012224046
99,00:00:04.129,0.7748950921364716,0.7873015873015873,0.31662105455208905,1.220762634555738
100,00:00:04.171,11.266003770601472,9.894599525634009,10.532183908045978,13.37122787812443
101,00:00:04.213,1.5068114091102596,1.8170954205436964,0.3694763729246488,2.333862433862434
102,00:00:04.254,7.961016846074318,6.404433497536946,7.519467250501734,9.959149790184274
103,00:00:04.296,1.2821808672383386,1.3746214194490056,0.3715015508118956,2.1004196314541144
104,00:00:04.338,8.410673234811165,7.006166757890896,6.99549352307973,11.230359423462872
105,00:00:04.379,1.1220336921486347,1.2429666119321292,0.3473271300857508,1.775807334428024
106,00:00:04.421,6.932208234507086,5.200565590220763,6.115124977193942,9.48093413610655
107,00:00:04.463,2.808848750228061,2.9531107462141946,1.0132822477650063,4.460153256704981
108,00:00:04.504,7.787642157757101,6.451924831235176,6.467268746579092,10.443732895457034
109,00:00:04.546,1.5486590038314176,1.7744572158365262,0.5520707900018245,2.319449005655902
110,00:00:04.588,8.645733746883172,7.411330049261084,6.852271483305966,11.673599708082467
111,00:00:04.630,1.3496320622757405,1.4331143951833607,0.4712461229702609,2.1445356686736
112,00:00:04.671,8.614492489205132,7.298941798941799,7.532421091041781,11.012114577631818
113,00:00:04.713,1.7081676093170346,1.6067870826491517,1.0568691844553912,2.460846560846561
114,00:00:04.755,8.466161892598675,7.276117496807152,7.423079729976282,10.699288451012588
115,00:00:04.796,2.637979687404975,2.944626892902755,1.108356139390622,3.8609560299215473
116,00:00:04.838,10.5198199841878,8.919978106185003,9.784710819193577,12.854771027184821
117,00:00:04.880,1.1765675363376513,1.3291370187921911,0.5284619594964423,1.6721036307243204
118,00:00:04.922,13.442303715866935,11.870114942528735,11.195803685458857,17.26099251961321
119,00:00:04.963,1.4250319284802044,1.6316000729793834,0.5308885239919723,2.112607188469257
120,00:00:05.005,11.098503922641854,9.024320379492794,10.316912972085387,13.954278416347382
121,00:00:05.047,1.3982363315696649,1.5288268564130634,0.7147418354314906,1.9511403028644407
122,00:00:05.088,13.244152526911149,10.272723955482576,13.191479656996899,16.26825396825397
123,00:00:05.130,2.3222222222222224,2.1382411968618866,1.3547710271848203,3.47365444261996
124,00:00:05.172,8.874213951225444,6.159405218025908,9.99080459770115,10.472432037949279
125,00:00:05.214,1.1665571975916802,1.0523079729976281,0.6719029374201788,1.775460682357234
126,00:00:05.255,8.249863163656267,5.973873380769932,8.288341543513956,10.487374566684911
127,00:00:05.297,1.1389709906951286,1.1602627257799671,0.5002919175332968,1.7563583287721218
128,00:00:05.339,7.539268989843703,4.836891078270389,8.235613939062215,9.545301952198503
129,00:00:05.380,1.3798698534330718,1.2376391169494618,0.80173326035395,2.1002371829958038
130,00:00:05.422,7.544584321595816,4.914632366356504,8.01421273490239,9.704907863528554
131,00:00:05.464,1.487532688682114,1.7654625068418173,0.39288451012588943,2.304251049078635
132,00:00:05.505,9.489594356261023,7.133698230249954,9.074730888523993,12.260353950009122
133,00:00:05.547,2.677364227938941,3.609250136836344,0.811056376573618,3.61178617040686
134,00:00:05.589,10.56798637718178,9.53207443897099,8.460116767013318,13.711767925561029
135,00:00:05.631,2.242449674633583,2.9343185550082103,0.7001277139208174,3.0929027549717203
136,00:00:05.672,9.907814875630969,9.380550994344098,7.594417077175698,12.748476555373108
137,00:00:05.714,2.2691418840844126,2.8275497172048896,0.5528188286808976,3.4270571063674513
138,00:00:05.756,8.740570455512986,8.205765371282613,6.6320744389709905,11.38387155628535
139,00:00:05.797,3.004390926230006,3.619102353585112,0.8767013318737457,4.517369093231162
140,00:00:05.839,9.504415252691116,9.409304871373838,6.787082649151615,12.316858237547892
141,00:00:05.881,1.6650124673113178,1.9822660098522167,0.36586389345010034,2.6469074986316365
142,00:00:05.923,10.225044091710759,9.65858419996351,7.477723043240284,13.53882503192848
143,00:00:05.964,2.8108982545764154,3.2687100893997445,0.503101623791279,4.660883050538223
144,00:00:06.006,8.046627744328893,8.28735632183908,4.443349753694581,11.40917715745302
145,00:00:06.048,2.229745180319893,2.30173326035395,0.3839262908228425,4.003575989782886
146,00:00:06.089,8.303618561089825,8.134865900383142,4.387484035759898,12.388505747126437
147,00:00:06.131,1.8834701696770664,2.224484583105273,0.3552636380222587,3.070662287903667
148,00:00:06.173,6.3290397129477585,6.525980660463419,3.4192665571975915,9.041871921182265
149,00:00:06.215,2.7793346712886944,2.801824484583105,0.7430943258529465,4.793085203430031
150,00:00:06.256,6.144255914370857,6.017460317460317,3.0288998357963877,9.386407589855866
151,00:00:06.298,2.5568813476859455,2.536033570516329,0.5560116767013319,4.5785987958401755
152,00:00:06.340,4.852137687769871,4.4154533844189015,2.2510308337894545,7.889928845101259
153,00:00:06.381,1.6533661740558294,1.636672140120416,0.3456303594234629,2.977796022623609
154,00:00:06.423,3.895201605546433,3.596934865900383,1.9331508848750227,6.155519065863894
155,00:00:06.465,2.3042753755397434,2.16949461777048,0.43267651888341546,4.310654989965335
156,00:00:06.506,3.5579030590524847,3.0122970260901294,1.655373107097245,6.006039043970079
157,00:00:06.548,1.4752356625919845,1.2827951103813173,0.2769567597153804,2.8659551176792557
158,00:00:06.590,3.8608465608465607,3.2135924101441344,1.6949644225506295,6.6739828498449185
159,00:00:06.632,1.5329805996472663,1.3881590950556468,0.4629264732713009,2.7478562306148513
160,00:00:06.673,2.7403758438241197,2.2842729428936326,1.1752599890530926,4.761594599525634
161,00:00:06.715,1.6336252508666302,1.2725050173326036,0.2984491881043605,3.3299215471629267
162,00:00:06.757,3.721127531472359,3.060207991242474,1.4233169129720853,6.6798576902025175
163,00:00:06.798,2.2419631454114213,2.0780879401569057,0.6149242838898011,4.032877212187557
164,00:00:06.840,2.830900687222526,2.546670315635833,0.8683451924831235,5.077686553548623
165,00:00:06.882,1.6953840540047438,1.603046889253786,0.35779967159277504,3.1253056011676703
166,00:00:06.924,2.6472115793954876,2.241561758803138,0.99480021893815,4.705272760445174
167,00:00:06.965,2.172200936568753,2.1299945265462505,0.5342820653165481,3.8523262178434594
168,00:00:07.007,2.386115672322569,2.369512862616311,0.9842729428936325,3.8045612114577634
169,00:00:07.049,1.559539013562002,1.6650793650793652,0.3097609925196132,2.703776683087028
170,00:00:07.090,3.2368120172717867,2.928115307425652,1.1522897281517972,5.630031016237913
171,00:00:07.132,1.6716657544243751,1.680332056194125,0.43586936690384964,2.8987958401751506
172,00:00:07.174,2.2091102596849725,2.1918445539135196,1.379219120598431,3.056267104542967
173,00:00:07.216,1.131131788603053,1.185458857872651,0.23430031016237912,1.9736361977741288
174,00:00:07.257,3.2514443836282916,2.705874840357599,2.0180806422185733,5.030377668308703
175,00:00:07.299,1.585106124186584,1.4753147235905857,0.38582375478927206,2.894179894179894
176,00:00:07.341,3.5297938332421093,2.827987593504835,2.471209633278599,5.290184272942894
177,00:00:07.382,2.149729368120173,2.175095785440613,0.547400109469075,3.7266922094508304
178,00:00:07.424,5.504451742382777,4.390457945630359,3.5499178981937605,8.572979383324212
179,00:00:07.466,1.892440552210667,1.6977011494252874,0.30862981207808793,3.670990695128626
180,00:00:07.507,5.787994891443167,4.843732895457033,4.251140302864441,8.269111476008028
181,00:00:07.549,1.6022319528066653,1.5467797847108191,0.34599525634008393,2.9139208173690934
182,00:00:07.591,6.231904153743234,5.365115854771028,3.6330414158000366,9.697555190658639
183,00:00:07.633,1.5697804536884996,1.5174968071519797,0.3303594234628717,2.8614851304506477
184,00:00:07.674,4.477948063005534,3.954643313264003,3.2844918810436052,6.194708994708995
185,00:00:07.716,2.165438180380709,2.1463236635650427,0.6185914979018428,3.7313993796752416
186,00:00:07.758,5.5722982424131855,4.8018062397372745,3.5895092136471445,8.325579273855135
187,00:00:07.799,1.8181536216018976,1.7368545885787265,0.411074621419449,3.3065316548075168
188,00:00:07.841,5.2873502402238035,4.5793468345192485,3.7583470169677065,7.524356869184455
189,00:00:07.883,1.396138174299094,1.4077175697865354,0.2180623973727422,2.562634555738004
190,00:00:07.925,5.946056072492855,5.746287173873381,3.516949461777048,8.574931581828134
191,00:00:07.966,2.983670862981208,2.811111111111111,0.7378215654077723,5.40207991242474
192,00:00:08.008,4.820665328711306,4.492501368363437,2.792464878671775,7.177029739098705
193,00:00:08.050,2.1185002736726877,2.01317277869002,0.5906951286261631,3.7516329137018793
194,00:00:08.091,6.081925439396703,6.320415982484948,2.689326765188834,9.236033570516328
195,00:00:08.133,2.7254819680107034,3.096259806604634,0.5917898193760263,4.48839627805145
196,00:00:08.175,4.422094508301405,3.8974274767378216,2.887593504834884,6.481262543331509
197,00:00:08.217,1.6535668673599708,1.624229155263638,0.36721401204159826,2.969257434774676
198,00:00:08.258,4.261612844371466,3.9347381864623245,2.3222404670680534,6.5278598795840175
199,00:00:08.300,1.3881955847473089,1.378233898923554,0.25863893450100345,2.527713920817369
200,00:00:08.342,3.540892781122666,3.1402663747491335,2.203083378945448,5.279328589673417
201,00:00:08.383,1.8461898680289484,1.6679985404123334,1.101769750045612,2.7688013136289
202,00:00:08.425,12.664136714711427,10.375022806057288,10.14192665571976,17.475460682357234
203,00:00:08.467,12.671702244116036,6.577759532931947,15.344608648056925,16.09273855135924
204,00:00:08.508,10.929921547162927,6.045502645502646,12.602992154716294,14.14126984126984
205,00:00:08.550,7.806908714954692,5.852326217843459,6.906659368728334,10.661740558292282
206,00:00:08.592,11.605576841209023,7.960408684546616,10.68250319284802,16.17381864623244
207,00:00:08.634,9.301879219120599,6.22391899288451,8.673964604999087,13.007754059478197
208,00:00:08.675,3.4827342942285466,2.3497719394271117,1.6663565042875388,6.43207443897099
209,00:00:08.717,2.1229885057471267,1.5001277139208173,0.5907681080094873,4.278069695311075
210,00:00:08.759,3.2198321474183538,2.0663929939792007,1.7392446633825944,5.8538587848932675
211,00:00:08.800,1.9442924040625191,1.3962780514504654,0.7092318919905127,3.7273672687465793
212,00:00:08.842,1.797232865048957,1.2847108191935779,1.0460864805692391,3.060901295384054
213,00:00:08.884,0.9087088730766891,0.6729976281700419,0.2732895457033388,1.7798394453566868
214,00:00:08.926,2.5044943136897158,1.791698595146871,0.9898923554095967,4.73189199051268
215,00:00:08.967,1.1656632001459588,0.8448458310527276,0.5347746761539866,2.1173690932311624
216,00:00:09.009,1.5835674755214988,0.8686918445539136,1.29514687100894,2.586863711001642
217,00:00:09.051,0.7378337286383263,0.4785805509943441,0.3911877394636015,1.3437328954570333
218,00:00:09.092,1.6632670437268138,1.0973362525086663,1.2014230979748222,2.691041780696953
219,00:00:09.134,2.3105090311986864,1.536964057653713,1.0698047801496078,4.324758255792738
220,00:00:09.176,2.0509882624825155,1.2815727057106368,1.264732713008575,3.606659368728334
221,00:00:09.218,2.159989053092502,1.554953475643131,0.8603904397007845,4.064623243933589
222,00:00:09.259,2.5699750653773643,1.682338989235541,1.5613939062214923,4.4661923006750595
223,00:00:09.301,1.9957307060755338,1.5821382959313994,0.5381134829410692,3.8669403393541324
224,00:00:09.343,1.8094143404488232,1.2907133734719942,1.0865717934683452,3.05095785440613
225,00:00:09.384,1.3571915100650733,1.0895092136471447,0.5367998540412333,2.4452654625068417
226,00:00:09.426,2.7224837316791337,2.274147053457398,1.2819558474730888,4.611348294106914
227,00:00:09.468,0.8574469379067079,0.7132822477650064,0.2920634920634921,1.5669950738916256
228,00:00:09.509,7.715678404184151,2.8728516694033934,8.186626528005839,12.087557015143222
229,00:00:09.551,1.2901964361734477,1.1181353767560664,0.33431855500821017,2.4181353767560663
230,00:00:09.593,8.141354983883721,3.7403211092866266,8.109998175515416,12.573745666849115
231,00:00:09.635,1.5932858967341728,1.2112753147235906,0.5371100164203613,3.031472359058566
232,00:00:09.676,7.6265219242230735,2.998686371100164,8.15062944718117,11.730249954387885
233,00:00:09.718,1.5699446573009792,1.1355956942163838,0.5950556467797847,2.979182630906769
234,00:00:09.760,5.626911147600803,2.2324028461959498,4.570333880678708,10.07799671592775
235,00:00:09.801,1.0191874961989904,0.7849297573435504,0.2969531107462142,1.9756796205072067
236,00:00:09.843,4.063400839262909,1.5661558109833973,2.852125524539318,7.77192118226601
237,00:00:09.885,1.577157453019522,1.0427476737821566,0.6509578544061303,3.037766830870279
238,00:00:09.927,5.963765736179529,3.3150337529647875,2.9697135559204524,11.606549899653348
239,00:00:09.968,1.6493766344341054,0.7669950738916256,0.8148330596606459,3.3663017697500455
240,00:00:10.010,2.887155628534939,1.6112570698777595,1.8943076081007115,5.155902207626346
241,00:00:10.052,3.166040260293134,1.3203065134099616,1.5336799854041234,6.644134282065316
242,00:00:10.093,3.8522654016906888,2.0870644043057838,2.1711913884327676,7.298540412333516
243,00:00:10.135,2.580338137809402,1.3601532567049808,1.1412698412698412,5.239591315453384
244,00:00:10.177,2.294806300553427,1.4900018244845832,1.4561393906221491,3.9382776865535485
245,00:00:10.219,1.463656267104543,0.9896734172596242,0.7062944718117132,2.6950009122422918
246,00:00:10.260,8.145484400656814,5.3098887064404305,7.140795475278234,11.985769020251778
247,00:00:10.302,2.3330657422611445,1.4165298303229337,1.2075716110198869,4.375095785440613
248,00:00:10.344,3.600906160676276,2.2456121145776318,2.1610837438423647,6.396022623608831
249,00:00:10.385,2.8824727847716356,2.0429666119321293,1.0981755154168946,5.506276226965882
250,00:00:10.427,6.874481542297635,3.767706622879037,5.054606823572341,11.801131180441525
251,00:00:10.469,1.7772425956334004,0.8336982302499544,1.3885969713555921,3.109432585294654
252,00:00:10.510,3.0015690567414706,1.5538222952016056,2.5063127166575443,4.944572158365262
253,00:00:10.552,2.72779298181597,1.567451195037402,1.845648604269294,4.770279146141215
254,00:00:10.594,2.673113178860305,1.642218573253056,1.9929392446633827,4.384181718664477
255,00:00:10.636,2.071647509578544,0.8662105455208904,1.873052362707535,3.475679620507207
256,00:00:10.677,2.0691722921607982,1.4492610837438424,1.4599343185550082,3.298321474183543
257,00:00:10.719,1.4246548683330291,0.7672505017332604,1.0345739828498448,2.4721401204159825
258,00:00:10.761,3.437760749255002,2.089618682722131,2.5351578179164385,5.688505747126436
259,00:00:10.802,1.6616858237547893,0.8997263273125342,1.2382047071702245,2.8471264367816094
260,00:00:10.844,4.049182022745241,2.1405765371282612,3.2353950009122423,6.7715745301952195
261,00:00:10.886,2.977546676397251,1.6029921547162926,2.058274037584382,5.271373836891078
262,00:00:10.928,4.5343063917776565,3.076135741652983,2.453566867359971,8.073216566320015
263,00:00:10.969,1.2976524965030711,0.8861339171684,0.7382776865535486,2.268545885787265
264,00:00:11.011,3.1871434653043846,1.9372377303411785,2.4544791096515235,5.169713555920453
265,00:00:11.053,1.6872955056863101,1.1316548075168764,0.7934865900383141,3.13674511950374
266,00:00:11.094,3.8179529282977565,2.494745484400657,2.6068600620324758,6.352253238460135
267,00:00:11.136,1.933558353098583,1.0835613939062214,1.1494435322021528,3.5676701331873746
268,00:00:11.178,3.750337529647874,2.3486772486772485,2.745338441890166,6.1569968983762084
269,00:00:11.220,2.0306574226114456,1.2939427111840904,0.9267469439883232,3.871282612661923
270,00:00:11.261,3.997561272273916,2.1365626710454295,3.4361977741288086,6.41992337164751
271,00:00:11.303,1.2401873137505321,0.6956029921547163,0.5964969896004378,2.4284619594964423
272,00:00:11.345,2.9138052666788297,1.5793285896734173,2.566849115124977,4.595238095238095
273,00:00:11.386,1.5140424496746336,0.8765736179529283,0.9262725779967159,2.7392811530742565
274,00:00:11.428,4.659630237791157,2.7679255610290094,3.40762634555738,7.803338806787083
275,00:00:11.470,1.3279024508909567,0.8548440065681445,0.8116949461777048,2.3171683999270205
276,00:00:11.511,2.382752539074378,1.1344827586206896,2.229848567779602,3.7839262908228424
277,00:00:11.553,1.7686067019400353,1.2606823572340813,0.8865353037766831,3.1586024448093415
278,00:00:11.595,3.0815301344036974,1.4570151432220397,2.9086845466155813,4.878890713373472
279,00:00:11.637,1.2848446147296724,0.9374749133369823,0.8141397555190658,2.1029191753329686
280,00:00:11.678,3.2265401690689046,1.4157270571063674,3.2018974639664295,5.061995986133917
281,00:00:11.720,1.9139208173690934,1.0188469257434776,1.4489326765188835,3.2739828498449186
282,00:00:11.762,2.729745180319893,1.3803320561941252,2.5808064221857325,4.228097062579821
283,00:00:11.803,1.3898072127957184,0.8486954935230797,0.924575807334428,2.396150337529648
284,00:00:11.845,3.070984613513349,1.3604451742382777,3.2776683087027916,4.574840357598978
285,00:00:11.887,2.363017697500456,1.4322751322751324,1.6489691662105455,4.00780879401569
286,00:00:11.929,4.847241987471873,2.8903849662470353,3.6035942346287175,8.047746761539864
287,00:00:11.970,0.6421334306391778,0.39824849480021896,0.460554643313264,1.0675971538040503
288,00:00:12.012,3.24875630967585,1.7516329137018791,3.5245940521802592,4.470041963145412
289,00:00:12.054,1.2770297390987047,0.7359058565955118,0.924575807334428,2.170607553366174
290,00:00:12.095,4.754716292647327,2.4487137383689106,5.282229520160555,6.533205619412516
291,00:00:12.137,1.212856534695615,0.653621601897464,1.0688195584747309,1.9161284437146506
292,00:00:12.179,4.71559934318555,2.46013501185915,5.608593322386426,6.078069695311075
293,00:00:12.221,1.4207930426321231,0.9623791278963693,0.962981207808794,2.337018792191206
294,00:00:12.262,5.560633704311865,3.3079000182448457,5.1915708812260535,8.182430213464697
295,00:00:12.304,1.1777899410083317,0.8061120233534027,0.8020251778872468,1.9252326217843458
296,00:00:12.346,4.062196679438059,2.6489144316730524,3.6292829775588396,5.908392629082284
297,00:00:12.387,2.542814571550204,1.573362525086663,1.8340083926290822,4.221072796934866
298,00:00:12.429,7.451584260779662,4.214760080277322,6.3303959131545335,11.809596788907134
299,00:00:12.471,0.8353767560664114,0.3814814814814815,0.764696223316913,1.3599525634008394
300,00:00:12.512,6.619704433497536,3.467962050720671,6.636070060207992,9.755081189563947
301,00:00:12.554,2.3365200997384905,1.310381317277869,1.9322386425834701,3.7669403393541323
302,00:00:12.596,8.042729428936326,4.84973544973545,6.854953475643131,12.423499361430396
303,00:00:12.638,1.546074317338685,0.7878306878306879,1.3362525086663017,2.5141397555190657
304,00:00:12.679,4.466222708751444,2.571392081736909,4.523243933588761,6.304032110928663
305,00:00:12.721,1.2108009487319833,0.6017879948914432,1.0846743295019157,1.9459405218025907
306,00:00:12.763,5.3319284802043425,3.038624338624339,5.379857690202518,7.57730341178617
307,00:00:12.804,1.4852581645685092,0.7902754971720489,1.2575624885969714,2.407936507936508
308,00:00:12.846,5.410807030347261,3.0481116584564862,5.718700966976829,7.465608465608466
309,00:00:12.888,1.7752660706683694,0.8150337529647874,1.8154351395730706,2.6953293194672505
310,00:00:12.930,6.3049747612966,4.19341361065499,5.9933223864258345,8.728188286808976
311,00:00:12.971,1.6953597275436356,0.9045247217661011,1.3991060025542785,2.7824484583105273
312,00:00:13.013,6.593602140728578,3.8571611019886882,7.633935413245758,8.289709906951286
313,00:00:13.055,0.5284984491881043,0.33468345192483123,0.4227148330596606,0.8280970625798212
314,00:00:13.096,7.355287964483367,4.944371465061121,7.4963875205254515,9.625104907863529
315,00:00:13.138,0.9065924709602871,0.5566137566137566,0.7091224229155264,1.4540412333515782
316,00:00:13.180,8.306233655658943,6.236580915891261,8.033242109104178,10.64887794198139
317,00:00:13.222,1.2071458979504956,0.8469257434774676,0.729757343550447,2.0447546068235725
318,00:00:13.263,8.795092136471446,5.851705893085203,9.824247400109469,10.709323116219668
319,00:00:13.305,1.0330535790305906,0.5667214012041598,0.7758073344280241,1.7566320014595878
320,00:00:13.347,7.285209511646293,4.290421455938698,8.386517058930853,9.17869002006933
321,00:00:13.388,0.9405035577449371,0.4981572705710637,0.8703703703703703,1.4529830322933772
322,00:00:13.430,6.259344401873137,3.9047071702244116,6.500857507754059,8.372468527640942
323,00:00:13.472,1.7441646901417016,0.7906951286261631,1.4773216566320015,2.9644772851669403
324,00:00:13.513,6.623949400960895,4.092939244663382,6.800893997445722,8.978014960773582
325,00:00:13.555,2.0936143039591317,1.1713555920452472,1.9030651340996168,3.2064221857325306
326,00:00:13.597,6.780696953110746,3.971282612661923,6.851523444626893,9.519284802043423
327,00:00:13.639,1.3595815848689412,0.8132640029191753,1.047108191935778,2.21837255975187
328,00:00:13.680,7.9193395365809165,4.7546250684181715,8.090020069330414,10.913373471994161
329,00:00:13.722,2.832773824727848,1.853968253968254,2.1991242474001096,4.44522897281518
330,00:00:13.764,7.946743295019156,5.130888523991972,7.420470717022441,11.288870644043058
331,00:00:13.805,2.0576111415191876,1.7012953840540048,0.8889983579638752,3.5825396825396827
332,00:00:13.847,6.558377425044092,4.899908775770845,5.791260718846925,8.983962780514505
333,00:00:13.889,2.4853007358754486,1.5361430395913154,2.049516511585477,3.870242656449553
334,00:00:13.931,5.643179468466825,4.609250136836343,4.444480934136107,7.875807334428024
335,00:00:13.972,88.45407772304323,83.45734355044699,86.92351760627622,94.9813720124065
336,00:00:14.014,0.5675485008818342,0.5952198503922642,0.5040321109286626,0.6033935413245758
337,00:00:14.056,1.1402481299033023,0.9288451012588944,1.1635285531837256,1.3283707352672869
